year,number,month,state
2018,54,Março,Amazonas
2019,114,Março,Amazonas
2020,77,Março,Amazonas
2021,0,Março,Amazonas
1998,0,Abril,Amazonas
1999,2,Abril,Amazonas
2000,18,Abril,Amazonas
2001,1,Abril,Amazonas
2002,2,Abril,Amazonas
2003,42,Abril,Amazonas
2004,26,Abril,Amazonas
2005,8,Abril,Amazonas
2006,28,Abril,Amazonas
2007,18,Abril,Amazonas
2008,35,Abril,Amazonas
2009,11,Abril,Amazonas
2010,9,Abril,Amazonas
2011,7,Abril,Amazonas
2012,8,Abril,Amazonas
2013,26,Abril,Amazonas
2014,20,Abril,Amazonas
2015,20,Abril,Amazonas
2016,13,Abril,Amazonas
2017,15,Abril,Amazonas
2018,14,Abril,Amazonas
2019,10,Abril,Amazonas
2020,12,Abril,Amazonas
2021,0,Abril,Amazonas
1998,0,Maio,Amazonas
1999,0,Maio,Amazonas
2000,51,Maio,Amazonas
2001,0,Maio,Amazonas
2002,8,Maio,Amazonas
2003,24,Maio,Amazonas
2004,11,Maio,Amazonas
2005,36,Maio,Amazonas
2006,20,Maio,Amazonas
2007,16,Maio,Amazonas
2008,12,Maio,Amazonas
2009,4,Maio,Amazonas
2010,37,Maio,Amazonas
2011,16,Maio,Amazonas
2012,15,Maio,Amazonas
2013,21,Maio,Amazonas
2014,17,Maio,Amazonas
2015,11,Maio,Amazonas
2016,26,Maio,Amazonas
2017,33,Maio,Amazonas
2018,19,Maio,Amazonas
2019,21,Maio,Amazonas
2020,15,Maio,Amazonas
2021,0,Maio,Amazonas
1998,2,Junho,Amazonas
1999,7,Junho,Amazonas
2000,6,Junho,Amazonas
2001,5,Junho,Amazonas
2002,5,Junho,Amazonas
2003,36,Junho,Amazonas
2004,43,Junho,Amazonas
2005,130,Junho,Amazonas
2006,156,Junho,Amazonas
2007,180,Junho,Amazonas
2008,42,Junho,Amazonas
2009,31,Junho,Amazonas
2010,113,Junho,Amazonas
2011,32,Junho,Amazonas
2012,58,Junho,Amazonas
2013,81,Junho,Amazonas
2014,73,Junho,Amazonas
2015,34,Junho,Amazonas
2016,84,Junho,Amazonas
2017,95,Junho,Amazonas
2018,123,Junho,Amazonas
2019,57,Junho,Amazonas
2020,122,Junho,Amazonas
2021,0,Junho,Amazonas
1998,72,Julho,Amazonas
1999,11,Julho,Amazonas
2000,39,Julho,Amazonas
2001,9,Julho,Amazonas
2002,338,Julho,Amazonas
2003,655,Julho,Amazonas
2004,364,Julho,Amazonas
2005,1894,Julho,Amazonas
2006,574,Julho,Amazonas
2007,607,Julho,Amazonas
2008,457,Julho,Amazonas
2009,246,Julho,Amazonas
2010,788,Julho,Amazonas
2011,330,Julho,Amazonas
2012,316,Julho,Amazonas
2013,359,Julho,Amazonas
2014,253,Julho,Amazonas
2015,365,Julho,Amazonas
2016,1087,Julho,Amazonas
2017,1534,Julho,Amazonas
2018,1346,Julho,Amazonas
2019,1371,Julho,Amazonas
2020,2119,Julho,Amazonas
2021,0,Julho,Amazonas
1998,320,Agosto,Amazonas
1999,255,Agosto,Amazonas
2000,180,Agosto,Amazonas
2001,499,Agosto,Amazonas
2002,1790,Agosto,Amazonas
2003,3017,Agosto,Amazonas
2004,1850,Agosto,Amazonas
2005,5981,Agosto,Amazonas
2006,3399,Agosto,Amazonas
2007,3990,Agosto,Amazonas
2008,2538,Agosto,Amazonas
2009,1799,Agosto,Amazonas
2010,5261,Agosto,Amazonas
2011,1543,Agosto,Amazonas
2012,3616,Agosto,Amazonas
2013,1981,Agosto,Amazonas
2014,3604,Agosto,Amazonas
2015,4235,Agosto,Amazonas
2016,3652,Agosto,Amazonas
2017,4793,Agosto,Amazonas
2018,2589,Agosto,Amazonas
2019,6668,Agosto,Amazonas
2020,8030,Agosto,Amazonas
2021,0,Agosto,Amazonas
1998,263,Setembro,Amazonas
1999,214,Setembro,Amazonas
2000,193,Setembro,Amazonas
2001,168,Setembro,Amazonas
2002,2916,Setembro,Amazonas
2003,2594,Setembro,Amazonas
2004,2436,Setembro,Amazonas
2005,4931,Setembro,Amazonas
2006,4254,Setembro,Amazonas
2007,3521,Setembro,Amazonas
2008,1716,Setembro,Amazonas
2009,3595,Setembro,Amazonas
2010,4021,Setembro,Amazonas
2011,1524,Setembro,Amazonas
2012,2731,Setembro,Amazonas
2013,2204,Setembro,Amazonas
2014,3148,Setembro,Amazonas
2015,5004,Setembro,Amazonas
2016,2785,Setembro,Amazonas
2017,3185,Setembro,Amazonas
2018,4928,Setembro,Amazonas
2019,3026,Setembro,Amazonas
2020,4270,Setembro,Amazonas
2021,0,Setembro,Amazonas
1998,82,Outubro,Amazonas
1999,476,Outubro,Amazonas
2000,145,Outubro,Amazonas
2001,332,Outubro,Amazonas
2002,1824,Outubro,Amazonas
2003,1851,Outubro,Amazonas
2004,1564,Outubro,Amazonas
2005,1499,Outubro,Amazonas
2006,2181,Outubro,Amazonas
2007,1663,Outubro,Amazonas
2008,1156,Outubro,Amazonas
2009,2409,Outubro,Amazonas
2010,1137,Outubro,Amazonas
2011,844,Outubro,Amazonas
2012,1484,Outubro,Amazonas
2013,1235,Outubro,Amazonas
2014,794,Outubro,Amazonas
2015,2233,Outubro,Amazonas
2016,1913,Outubro,Amazonas
2017,1190,Outubro,Amazonas
2018,1725,Outubro,Amazonas
2019,548,Outubro,Amazonas
2020,1265,Outubro,Amazonas
2021,0,Outubro,Amazonas
1998,6,Novembro,Amazonas
1999,28,Novembro,Amazonas
2000,27,Novembro,Amazonas
2001,244,Novembro,Amazonas
2002,1221,Novembro,Amazonas
2003,780,Novembro,Amazonas
2004,988,Novembro,Amazonas
2005,833,Novembro,Amazonas
2006,588,Novembro,Amazonas
2007,833,Novembro,Amazonas
2008,533,Novembro,Amazonas
2009,983,Novembro,Amazonas
2010,400,Novembro,Amazonas
2011,502,Novembro,Amazonas
2012,749,Novembro,Amazonas
2013,258,Novembro,Amazonas
2014,692,Novembro,Amazonas
2015,909,Novembro,Amazonas
2016,497,Novembro,Amazonas
2017,486,Novembro,Amazonas
2018,472,Novembro,Amazonas
2019,573,Novembro,Amazonas
2020,374,Novembro,Amazonas
2021,0,Novembro,Amazonas
1998,196,Dezembro,Amazonas
1999,2,Dezembro,Amazonas
2000,60,Dezembro,Amazonas
2001,22,Dezembro,Amazonas
2002,267,Dezembro,Amazonas
2003,590,Dezembro,Amazonas
2004,375,Dezembro,Amazonas
2005,76,Dezembro,Amazonas
2006,357,Dezembro,Amazonas
2007,178,Dezembro,Amazonas
2008,94,Dezembro,Amazonas
2009,140,Dezembro,Amazonas
2010,140,Dezembro,Amazonas
2011,142,Dezembro,Amazonas
2012,116,Dezembro,Amazonas
2013,277,Dezembro,Amazonas
2014,289,Dezembro,Amazonas
2015,474,Dezembro,Amazonas
2016,105,Dezembro,Amazonas
2017,247,Dezembro,Amazonas
2018,37,Dezembro,Amazonas
2019,163,Dezembro,Amazonas
2020,175,Dezembro,Amazonas
2021,0,Dezembro,Amazonas
1998,0,Janeiro,Bahia
1999,114,Janeiro,Bahia
2000,31,Janeiro,Bahia
2001,25,Janeiro,Bahia
2002,124,Janeiro,Bahia
2003,560,Janeiro,Bahia
2004,201,Janeiro,Bahia
2005,414,Janeiro,Bahia
2006,315,Janeiro,Bahia
2007,451,Janeiro,Bahia
2008,376,Janeiro,Bahia
2009,227,Janeiro,Bahia
2010,368,Janeiro,Bahia
2011,135,Janeiro,Bahia
2012,226,Janeiro,Bahia
2013,161,Janeiro,Bahia
2014,123,Janeiro,Bahia
2015,240,Janeiro,Bahia
2016,240,Janeiro,Bahia
2017,150,Janeiro,Bahia
2018,102,Janeiro,Bahia
2019,212,Janeiro,Bahia
2020,164,Janeiro,Bahia
2021,220,Janeiro,Bahia
1998,0,Fevereiro,Bahia
1999,157,Fevereiro,Bahia
2000,32,Fevereiro,Bahia
2001,101,Fevereiro,Bahia
2002,204,Fevereiro,Bahia
2003,306,Fevereiro,Bahia
2004,193,Fevereiro,Bahia
2005,227,Fevereiro,Bahia
2006,433,Fevereiro,Bahia
2007,136,Fevereiro,Bahia
2008,281,Fevereiro,Bahia
2009,175,Fevereiro,Bahia
2010,272,Fevereiro,Bahia
2011,177,Fevereiro,Bahia
2012,242,Fevereiro,Bahia
2013,282,Fevereiro,Bahia
2014,84,Fevereiro,Bahia
2015,124,Fevereiro,Bahia
2016,340,Fevereiro,Bahia
2017,91,Fevereiro,Bahia
2018,45,Fevereiro,Bahia
2019,432,Fevereiro,Bahia
2020,153,Fevereiro,Bahia
2021,85,Fevereiro,Bahia
1998,0,Março,Bahia
1999,83,Março,Bahia
2000,65,Março,Bahia
2001,4,Março,Bahia
2002,146,Março,Bahia
2003,401,Março,Bahia
2004,179,Março,Bahia
2005,234,Março,Bahia
2006,291,Março,Bahia
2007,249,Março,Bahia
2008,201,Março,Bahia
2009,329,Março,Bahia
2010,192,Março,Bahia
2011,158,Março,Bahia
2012,472,Março,Bahia
2013,441,Março,Bahia
2014,128,Março,Bahia
2015,183,Março,Bahia
2016,237,Março,Bahia
2017,160,Março,Bahia
2018,126,Março,Bahia
2019,475,Março,Bahia
2020,92,Março,Bahia
2021,0,Março,Bahia
1998,0,Abril,Bahia
1999,55,Abril,Bahia
2000,23,Abril,Bahia
2001,26,Abril,Bahia
2002,108,Abril,Bahia
2003,512,Abril,Bahia
2004,200,Abril,Bahia
2005,180,Abril,Bahia
2006,117,Abril,Bahia
2007,240,Abril,Bahia
2008,229,Abril,Bahia
2009,56,Abril,Bahia
2010,136,Abril,Bahia
2011,204,Abril,Bahia
2012,428,Abril,Bahia
2013,125,Abril,Bahia
2014,157,Abril,Bahia
2015,122,Abril,Bahia
2016,193,Abril,Bahia
2017,91,Abril,Bahia
2018,71,Abril,Bahia
2019,141,Abril,Bahia
2020,98,Abril,Bahia
2021,0,Abril,Bahia
1998,0,Maio,Bahia
1999,76,Maio,Bahia
2000,71,Maio,Bahia
2001,84,Maio,Bahia
2002,164,Maio,Bahia
2003,226,Maio,Bahia
2004,251,Maio,Bahia
2005,168,Maio,Bahia
2006,172,Maio,Bahia
2007,417,Maio,Bahia
2008,217,Maio,Bahia
2009,48,Maio,Bahia
2010,254,Maio,Bahia
2011,225,Maio,Bahia
2012,335,Maio,Bahia
2013,176,Maio,Bahia
2014,201,Maio,Bahia
2015,133,Maio,Bahia
2016,240,Maio,Bahia
2017,124,Maio,Bahia
2018,101,Maio,Bahia
2019,142,Maio,Bahia
2020,95,Maio,Bahia
2021,0,Maio,Bahia
1998,55,Junho,Bahia
1999,62,Junho,Bahia
2000,176,Junho,Bahia
2001,98,Junho,Bahia
2002,116,Junho,Bahia
2003,362,Junho,Bahia
2004,306,Junho,Bahia
2005,240,Junho,Bahia
2006,220,Junho,Bahia
2007,619,Junho,Bahia
2008,207,Junho,Bahia
2009,117,Junho,Bahia
2010,430,Junho,Bahia
2011,376,Junho,Bahia
2012,387,Junho,Bahia
2013,228,Junho,Bahia
2014,235,Junho,Bahia
2015,233,Junho,Bahia
2016,388,Junho,Bahia
2017,213,Junho,Bahia
2018,190,Junho,Bahia
2019,186,Junho,Bahia
2020,244,Junho,Bahia
2021,0,Junho,Bahia
1998,219,Julho,Bahia
1999,107,Julho,Bahia
2000,199,Julho,Bahia
2001,245,Julho,Bahia
2002,611,Julho,Bahia
2003,557,Julho,Bahia
2004,355,Julho,Bahia
2005,424,Julho,Bahia
2006,482,Julho,Bahia
2007,1375,Julho,Bahia
2008,554,Julho,Bahia
2009,340,Julho,Bahia
2010,663,Julho,Bahia
2011,578,Julho,Bahia
2012,909,Julho,Bahia
2013,378,Julho,Bahia
2014,235,Julho,Bahia
2015,300,Julho,Bahia
2016,340,Julho,Bahia
2017,234,Julho,Bahia
2018,281,Julho,Bahia
2019,337,Julho,Bahia
2020,341,Julho,Bahia
2021,0,Julho,Bahia
1998,813,Agosto,Bahia
1999,453,Agosto,Bahia
2000,629,Agosto,Bahia
2001,978,Agosto,Bahia
2002,1812,Agosto,Bahia
2003,1078,Agosto,Bahia
2004,1512,Agosto,Bahia
2005,1141,Agosto,Bahia
2006,1318,Agosto,Bahia
2007,4270,Agosto,Bahia
2008,1032,Agosto,Bahia
2009,450,Agosto,Bahia
2010,2635,Agosto,Bahia
2011,1524,Agosto,Bahia
2012,1810,Agosto,Bahia
2013,602,Agosto,Bahia
2014,606,Agosto,Bahia
2015,791,Agosto,Bahia
2016,727,Agosto,Bahia
2017,809,Agosto,Bahia
2018,477,Agosto,Bahia
2019,542,Agosto,Bahia
2020,437,Agosto,Bahia
2021,0,Agosto,Bahia
1998,2719,Setembro,Bahia
1999,1273,Setembro,Bahia
2000,2284,Setembro,Bahia
2001,3957,Setembro,Bahia
2002,7167,Setembro,Bahia
2003,9547,Setembro,Bahia
2004,7395,Setembro,Bahia
2005,4244,Setembro,Bahia
2006,3171,Setembro,Bahia
2007,10076,Setembro,Bahia
2008,4961,Setembro,Bahia
2009,3580,Setembro,Bahia
2010,5780,Setembro,Bahia
2011,6967,Setembro,Bahia
2012,6815,Setembro,Bahia
2013,2617,Setembro,Bahia
2014,2472,Setembro,Bahia
2015,6921,Setembro,Bahia
2016,1729,Setembro,Bahia
2017,1146,Setembro,Bahia
2018,1930,Setembro,Bahia
2019,1896,Setembro,Bahia
2020,1918,Setembro,Bahia
2021,0,Setembro,Bahia
1998,1970,Outubro,Bahia
1999,1308,Outubro,Bahia
2000,3350,Outubro,Bahia
2001,1687,Outubro,Bahia
2002,5415,Outubro,Bahia
2003,4515,Outubro,Bahia
2004,5701,Outubro,Bahia
2005,9031,Outubro,Bahia
2006,2395,Outubro,Bahia
2007,7548,Outubro,Bahia
2008,7949,Outubro,Bahia
2009,2742,Outubro,Bahia
2010,5375,Outubro,Bahia
2011,2306,Outubro,Bahia
2012,4529,Outubro,Bahia
2013,1866,Outubro,Bahia
2014,2515,Outubro,Bahia
2015,4695,Outubro,Bahia
2016,1312,Outubro,Bahia
2017,3144,Outubro,Bahia
2018,1345,Outubro,Bahia
2019,1783,Outubro,Bahia
2020,3666,Outubro,Bahia
2021,0,Outubro,Bahia
1998,49,Novembro,Bahia
1999,49,Novembro,Bahia
2000,114,Novembro,Bahia
2001,699,Novembro,Bahia
2002,1169,Novembro,Bahia
2003,655,Novembro,Bahia
2004,2016,Novembro,Bahia
2005,1801,Novembro,Bahia
2006,810,Novembro,Bahia
2007,3308,Novembro,Bahia
2008,4599,Novembro,Bahia
2009,525,Novembro,Bahia
2010,694,Novembro,Bahia
2011,197,Novembro,Bahia
2012,214,Novembro,Bahia
2013,248,Novembro,Bahia
2014,308,Novembro,Bahia
2015,1569,Novembro,Bahia
2016,402,Novembro,Bahia
2017,222,Novembro,Bahia
2018,169,Novembro,Bahia
2019,924,Novembro,Bahia
2020,447,Novembro,Bahia
2021,0,Novembro,Bahia
1998,82,Dezembro,Bahia
1999,37,Dezembro,Bahia
2000,24,Dezembro,Bahia
2001,158,Dezembro,Bahia
2002,1012,Dezembro,Bahia
2003,865,Dezembro,Bahia
2004,674,Dezembro,Bahia
2005,343,Dezembro,Bahia
2006,494,Dezembro,Bahia
2007,779,Dezembro,Bahia
2008,175,Dezembro,Bahia
2009,367,Dezembro,Bahia
2010,264,Dezembro,Bahia
2011,289,Dezembro,Bahia
2012,529,Dezembro,Bahia
2013,107,Dezembro,Bahia
2014,126,Dezembro,Bahia
2015,1202,Dezembro,Bahia
2016,163,Dezembro,Bahia
2017,66,Dezembro,Bahia
2018,119,Dezembro,Bahia
2019,301,Dezembro,Bahia
2020,257,Dezembro,Bahia
2021,0,Dezembro,Bahia
1998,0,Janeiro,Ceará
1999,47,Janeiro,Ceará
2000,1,Janeiro,Ceará
2001,11,Janeiro,Ceará
2002,33,Janeiro,Ceará
2003,323,Janeiro,Ceará
2004,213,Janeiro,Ceará
2005,476,Janeiro,Ceará
2006,298,Janeiro,Ceará
2007,428,Janeiro,Ceará
2008,230,Janeiro,Ceará
2009,464,Janeiro,Ceará
2010,355,Janeiro,Ceará
2011,39,Janeiro,Ceará
2012,308,Janeiro,Ceará
2013,135,Janeiro,Ceará
2014,119,Janeiro,Ceará
2015,189,Janeiro,Ceará
2016,103,Janeiro,Ceará
2017,91,Janeiro,Ceará
2018,166,Janeiro,Ceará
2019,194,Janeiro,Ceará
2020,94,Janeiro,Ceará
2021,187,Janeiro,Ceará
1998,0,Fevereiro,Ceará
1999,17,Fevereiro,Ceará
2000,7,Fevereiro,Ceará
2001,0,Fevereiro,Ceará
2002,76,Fevereiro,Ceará
2003,10,Fevereiro,Ceará
2004,11,Fevereiro,Ceará
2005,41,Fevereiro,Ceará
2006,31,Fevereiro,Ceará
2007,5,Fevereiro,Ceará
2008,29,Fevereiro,Ceará
2009,16,Fevereiro,Ceará
2010,76,Fevereiro,Ceará
2011,9,Fevereiro,Ceará
2012,44,Fevereiro,Ceará
2013,55,Fevereiro,Ceará
2014,9,Fevereiro,Ceará
2015,20,Fevereiro,Ceará
2016,12,Fevereiro,Ceará
2017,10,Fevereiro,Ceará
2018,6,Fevereiro,Ceará
2019,12,Fevereiro,Ceará
2020,8,Fevereiro,Ceará
2021,64,Fevereiro,Ceará
1998,0,Março,Ceará
1999,30,Março,Ceará
2000,10,Março,Ceará
2001,0,Março,Ceará
2002,17,Março,Ceará
2003,6,Março,Ceará
2004,3,Março,Ceará
2005,7,Março,Ceará
2006,8,Março,Ceará
2007,7,Março,Ceará
2008,0,Março,Ceará
2009,1,Março,Ceará
2010,46,Março,Ceará
2011,3,Março,Ceará
2012,13,Março,Ceará
2013,24,Março,Ceará
2014,4,Março,Ceará
2015,14,Março,Ceará
2016,6,Março,Ceará
2017,4,Março,Ceará
2018,8,Março,Ceará
2019,3,Março,Ceará
2020,2,Março,Ceará
2021,0,Março,Ceará
1998,0,Abril,Ceará
1999,6,Abril,Ceará
2000,16,Abril,Ceará
2001,2,Abril,Ceará
2002,6,Abril,Ceará
2003,4,Abril,Ceará
2004,1,Abril,Ceará
2005,7,Abril,Ceará
2006,4,Abril,Ceará
2007,5,Abril,Ceará
2008,0,Abril,Ceará
2009,0,Abril,Ceará
2010,11,Abril,Ceará
2011,1,Abril,Ceará
2012,2,Abril,Ceará
2013,7,Abril,Ceará
2014,3,Abril,Ceará
2015,0,Abril,Ceará
2016,11,Abril,Ceará
2017,3,Abril,Ceará
2018,1,Abril,Ceará
2019,1,Abril,Ceará
2020,0,Abril,Ceará
2021,0,Abril,Ceará
1998,0,Maio,Ceará
1999,5,Maio,Ceará
2000,7,Maio,Ceará
2001,81,Maio,Ceará
2002,10,Maio,Ceará
2003,7,Maio,Ceará
2004,7,Maio,Ceará
2005,2,Maio,Ceará
2006,0,Maio,Ceará
2007,11,Maio,Ceará
2008,0,Maio,Ceará
2009,1,Maio,Ceará
2010,6,Maio,Ceará
2011,4,Maio,Ceará
2012,23,Maio,Ceará
2013,9,Maio,Ceará
2014,4,Maio,Ceará
2015,17,Maio,Ceará
2016,7,Maio,Ceará
2017,6,Maio,Ceará
2018,2,Maio,Ceará
2019,3,Maio,Ceará
2020,3,Maio,Ceará
2021,0,Maio,Ceará
1998,1,Junho,Ceará
1999,16,Junho,Ceará
2000,16,Junho,Ceará
2001,38,Junho,Ceará
2002,13,Junho,Ceará
2003,9,Junho,Ceará
2004,8,Junho,Ceará
2005,7,Junho,Ceará
2006,3,Junho,Ceará
2007,14,Junho,Ceará
2008,6,Junho,Ceará
2009,0,Junho,Ceará
2010,21,Junho,Ceará
2011,7,Junho,Ceará
2012,33,Junho,Ceará
2013,12,Junho,Ceará
2014,15,Junho,Ceará
2015,17,Junho,Ceará
2016,32,Junho,Ceará
2017,6,Junho,Ceará
2018,17,Junho,Ceará
2019,9,Junho,Ceará
2020,12,Junho,Ceará
2021,0,Junho,Ceará
1998,76,Julho,Ceará
1999,84,Julho,Ceará
2000,20,Julho,Ceará
2001,147,Julho,Ceará
2002,23,Julho,Ceará
2003,41,Julho,Ceará
2004,22,Julho,Ceará
2005,33,Julho,Ceará
2006,18,Julho,Ceará
2007,35,Julho,Ceará
2008,13,Julho,Ceará
2009,9,Julho,Ceará
2010,58,Julho,Ceará
2011,24,Julho,Ceará
2012,50,Julho,Ceará
2013,8,Julho,Ceará
2014,39,Julho,Ceará
2015,23,Julho,Ceará
2016,106,Julho,Ceará
2017,15,Julho,Ceará
2018,29,Julho,Ceará
2019,18,Julho,Ceará
2020,63,Julho,Ceará
2021,0,Julho,Ceará
1998,95,Agosto,Ceará
1999,135,Agosto,Ceará
2000,81,Agosto,Ceará
2001,224,Agosto,Ceará
2002,136,Agosto,Ceará
2003,133,Agosto,Ceará
2004,69,Agosto,Ceará
2005,71,Agosto,Ceará
2006,80,Agosto,Ceará
2007,237,Agosto,Ceará
2008,58,Agosto,Ceará
2009,32,Agosto,Ceará
2010,206,Agosto,Ceará
2011,42,Agosto,Ceará
2012,267,Agosto,Ceará
2013,36,Agosto,Ceará
2014,133,Agosto,Ceará
2015,118,Agosto,Ceará
2016,286,Agosto,Ceará
2017,98,Agosto,Ceará
2018,202,Agosto,Ceará
2019,138,Agosto,Ceará
2020,209,Agosto,Ceará
2021,0,Agosto,Ceará
1998,601,Setembro,Ceará
1999,132,Setembro,Ceará
2000,130,Setembro,Ceará
2001,808,Setembro,Ceará
2002,241,Setembro,Ceará
2003,420,Setembro,Ceará
2004,207,Setembro,Ceará
2005,187,Setembro,Ceará
2006,265,Setembro,Ceará
2007,354,Setembro,Ceará
2008,199,Setembro,Ceará
2009,93,Setembro,Ceará
2010,383,Setembro,Ceará
2011,226,Setembro,Ceará
2012,512,Setembro,Ceará
2013,177,Setembro,Ceará
2014,136,Setembro,Ceará
2015,183,Setembro,Ceará
2016,335,Setembro,Ceará
2017,336,Setembro,Ceará
2018,429,Setembro,Ceará
2019,460,Setembro,Ceará
2020,440,Setembro,Ceará
2021,0,Setembro,Ceará
1998,1019,Outubro,Ceará
1999,314,Outubro,Ceará
2000,876,Outubro,Ceará
2001,2051,Outubro,Ceará
2002,1954,Outubro,Ceará
2003,2465,Outubro,Ceará
2004,1610,Outubro,Ceará
2005,1659,Outubro,Ceará
2006,932,Outubro,Ceará
2007,1457,Outubro,Ceará
2008,1014,Outubro,Ceará
2009,526,Outubro,Ceará
2010,676,Outubro,Ceará
2011,478,Outubro,Ceará
2012,1102,Outubro,Ceará
2013,472,Outubro,Ceará
2014,444,Outubro,Ceará
2015,603,Outubro,Ceará
2016,1241,Outubro,Ceará
2017,793,Outubro,Ceará
2018,591,Outubro,Ceará
2019,1373,Outubro,Ceará
2020,913,Outubro,Ceará
2021,0,Outubro,Ceará
1998,575,Novembro,Ceará
1999,526,Novembro,Ceará
2000,671,Novembro,Ceará
2001,2461,Novembro,Ceará
2002,3259,Novembro,Ceará
2003,4760,Novembro,Ceará
2004,3615,Novembro,Ceará
2005,3434,Novembro,Ceará
2006,2077,Novembro,Ceará
2007,2639,Novembro,Ceará
2008,2668,Novembro,Ceará
2009,1978,Novembro,Ceará
2010,2327,Novembro,Ceará
2011,2062,Novembro,Ceará
2012,1165,Novembro,Ceará
2013,986,Novembro,Ceará
2014,761,Novembro,Ceará
2015,1009,Novembro,Ceará
2016,1373,Novembro,Ceará
2017,953,Novembro,Ceará
2018,860,Novembro,Ceará
2019,1324,Novembro,Ceará
2020,1279,Novembro,Ceará
2021,0,Novembro,Ceará
1998,277,Dezembro,Ceará
1999,396,Dezembro,Ceará
2000,389,Dezembro,Ceará
2001,545,Dezembro,Ceará
2002,2409,Dezembro,Ceará
2003,3448,Dezembro,Ceará
2004,4816,Dezembro,Ceará
2005,2600,Dezembro,Ceará
2006,2451,Dezembro,Ceará
2007,2335,Dezembro,Ceará
2008,3414,Dezembro,Ceará
2009,2327,Dezembro,Ceará
2010,769,Dezembro,Ceará
2011,1903,Dezembro,Ceará
2012,789,Dezembro,Ceará
2013,910,Dezembro,Ceará
2014,660,Dezembro,Ceará
2015,965,Dezembro,Ceará
2016,804,Dezembro,Ceará
2017,1171,Dezembro,Ceará
2018,723,Dezembro,Ceará
2019,769,Dezembro,Ceará
2020,956,Dezembro,Ceará
2021,0,Dezembro,Ceará
1998,0,Janeiro,Distrito Federal
1999,0,Janeiro,Distrito Federal
2000,0,Janeiro,Distrito Federal
2001,0,Janeiro,Distrito Federal
2002,0,Janeiro,Distrito Federal
2003,0,Janeiro,Distrito Federal
2004,0,Janeiro,Distrito Federal
2005,0,Janeiro,Distrito Federal
2006,0,Janeiro,Distrito Federal
2007,1,Janeiro,Distrito Federal
2008,0,Janeiro,Distrito Federal
2009,1,Janeiro,Distrito Federal
2010,1,Janeiro,Distrito Federal
2011,0,Janeiro,Distrito Federal
2012,0,Janeiro,Distrito Federal
2013,0,Janeiro,Distrito Federal
2014,0,Janeiro,Distrito Federal
2015,1,Janeiro,Distrito Federal
2016,0,Janeiro,Distrito Federal
2017,1,Janeiro,Distrito Federal
2018,0,Janeiro,Distrito Federal
2019,4,Janeiro,Distrito Federal
2020,2,Janeiro,Distrito Federal
1998,0,Fevereiro,Distrito Federal
1999,2,Fevereiro,Distrito Federal
2000,0,Fevereiro,Distrito Federal
2001,1,Fevereiro,Distrito Federal
2002,0,Fevereiro,Distrito Federal
2003,1,Fevereiro,Distrito Federal
2004,0,Fevereiro,Distrito Federal
2005,0,Fevereiro,Distrito Federal
2006,0,Fevereiro,Distrito Federal
2007,0,Fevereiro,Distrito Federal
2008,0,Fevereiro,Distrito Federal
2009,0,Fevereiro,Distrito Federal
2010,5,Fevereiro,Distrito Federal
2011,2,Fevereiro,Distrito Federal
2012,0,Fevereiro,Distrito Federal
2013,1,Fevereiro,Distrito Federal
2014,1,Fevereiro,Distrito Federal
2015,0,Fevereiro,Distrito Federal
2016,1,Fevereiro,Distrito Federal
2017,0,Fevereiro,Distrito Federal
2018,0,Fevereiro,Distrito Federal
2019,1,Fevereiro,Distrito Federal
2020,2,Fevereiro,Distrito Federal
1998,0,Março,Distrito Federal
1999,0,Março,Distrito Federal
2000,0,Março,Distrito Federal
2001,0,Março,Distrito Federal
2002,0,Março,Distrito Federal
2003,0,Março,Distrito Federal
2004,0,Março,Distrito Federal
2005,0,Março,Distrito Federal
2006,0,Março,Distrito Federal
2007,1,Março,Distrito Federal
2008,2,Março,Distrito Federal
2009,0,Março,Distrito Federal
2010,2,Março,Distrito Federal
2011,0,Março,Distrito Federal
2012,0,Março,Distrito Federal
2013,1,Março,Distrito Federal
2014,1,Março,Distrito Federal
2015,0,Março,Distrito Federal
2016,1,Março,Distrito Federal
2017,0,Março,Distrito Federal
2018,0,Março,Distrito Federal
2019,0,Março,Distrito Federal
2020,0,Março,Distrito Federal
1998,0,Abril,Distrito Federal
1999,0,Abril,Distrito Federal
2000,0,Abril,Distrito Federal
2001,0,Abril,Distrito Federal
2002,1,Abril,Distrito Federal
2003,0,Abril,Distrito Federal
2004,2,Abril,Distrito Federal
2005,0,Abril,Distrito Federal
2006,1,Abril,Distrito Federal
2007,3,Abril,Distrito Federal
2008,1,Abril,Distrito Federal
2009,0,Abril,Distrito Federal
2010,8,Abril,Distrito Federal
2011,1,Abril,Distrito Federal
2012,4,Abril,Distrito Federal
2013,0,Abril,Distrito Federal
2014,2,Abril,Distrito Federal
2015,0,Abril,Distrito Federal
2016,4,Abril,Distrito Federal
2017,1,Abril,Distrito Federal
2018,0,Abril,Distrito Federal
2019,0,Abril,Distrito Federal
2020,5,Abril,Distrito Federal
1998,0,Maio,Distrito Federal
1999,0,Maio,Distrito Federal
2000,2,Maio,Distrito Federal
2001,0,Maio,Distrito Federal
2002,1,Maio,Distrito Federal
2003,1,Maio,Distrito Federal
2004,11,Maio,Distrito Federal
2005,4,Maio,Distrito Federal
2006,9,Maio,Distrito Federal
2007,16,Maio,Distrito Federal
2008,7,Maio,Distrito Federal
